tenure,Contract,MonthlyCharges,TotalCharges,cluster,segment,Churn
5,0,75.6,402.5,3,New Users,0
24,1,57.6,1367.75,3,New Users,0
11,0,44.05,483.7,1,At-Risk Customers,1
72,2,110.6,7962.2,0,Passive Users,0
66,2,58.2,3810.8,2,Loyal Customers,0
45,2,81.0,3533.6,0,Passive Users,0
69,2,19.7,1396.9,2,Loyal Customers,0
15,0,85.6,1345.55,3,New Users,1
28,0,59.55,1646.45,3,New Users,0
70,1,115.55,8127.6,0,Passive Users,1
36,1,75.55,2680.15,3,New Users,0
16,0,86.6,1281.0,3,New Users,1
18,0,85.2,1553.9,3,New Users,1
34,0,97.65,3207.55,3,New Users,1
42,1,45.1,2049.05,2,Loyal Customers,0
48,1,70.95,3629.2,0,Passive Users,0
47,0,109.55,5124.55,0,Passive Users,1
39,1,89.55,3474.45,0,Passive Users,1
11,2,20.9,202.3,2,Loyal Customers,0
7,0,19.95,147.5,1,At-Risk Customers,0
3,0,24.6,86.35,1,At-Risk Customers,0
8,0,66.7,579.0,3,New Users,0
1,0,19.45,19.45,1,At-Risk Customers,1
32,1,94.8,3131.55,3,New Users,0
60,1,65.85,3928.3,0,Passive Users,0
10,0,19.95,187.75,1,At-Risk Customers,0
71,2,24.65,1710.15,2,Loyal Customers,0
4,0,20.35,76.35,1,At-Risk Customers,1
1,0,69.25,69.25,3,New Users,1
43,1,51.25,2151.6,2,Loyal Customers,0
59,1,99.5,5961.1,0,Passive Users,1
23,0,54.25,1221.55,3,New Users,0
72,2,19.4,1496.45,2,Loyal Customers,0
22,1,56.25,1292.2,3,New Users,0
1,0,25.15,25.15,1,At-Risk Customers,0
69,2,23.95,1713.1,2,Loyal Customers,0
50,1,35.4,1748.9,2,Loyal Customers,0
1,0,25.2,25.2,1,At-Risk Customers,1
2,0,45.0,96.45,1,At-Risk Customers,1
15,0,75.35,1114.55,3,New Users,0
31,2,20.4,609.1,2,Loyal Customers,0
1,0,20.15,20.15,1,At-Risk Customers,1
66,0,105.0,7133.25,0,Passive Users,1
0,2,56.05,1397.475,2,Loyal Customers,0
3,0,54.7,169.45,1,At-Risk Customers,1
8,2,20.0,141.6,2,Loyal Customers,0
64,1,73.05,4688.65,0,Passive Users,0
28,0,20.5,563.05,1,At-Risk Customers,0
57,1,100.75,5985.0,0,Passive Users,0
14,0,87.25,1258.6,3,New Users,1
19,2,19.95,373.5,2,Loyal Customers,0
10,0,79.95,857.2,3,New Users,1
51,0,49.65,2553.35,3,New Users,0
67,2,65.65,4322.85,0,Passive Users,0
11,0,20.45,250.8,1,At-Risk Customers,0
72,2,60.95,4549.05,0,Passive Users,0
66,1,20.35,1359.5,2,Loyal Customers,0
18,0,88.35,1639.3,3,New Users,1
9,0,19.5,178.85,1,At-Risk Customers,0
9,0,75.2,633.85,3,New Users,0
48,0,111.45,5315.1,0,Passive Users,0
10,0,70.15,735.5,3,New Users,0
9,0,94.75,889.9,3,New Users,1
13,0,95.05,1290.0,3,New Users,1
4,0,78.45,330.05,3,New Users,1
4,0,70.2,237.95,3,New Users,1
72,2,92.0,6474.4,0,Passive Users,0
51,2,85.5,4421.95,0,Passive Users,0
59,0,41.05,2452.7,2,Loyal Customers,1
10,0,85.6,813.85,3,New Users,1
61,0,82.15,4904.85,0,Passive Users,0
54,1,84.4,4484.05,0,Passive Users,0
33,0,60.9,2033.85,3,New Users,0
27,2,20.25,538.2,2,Loyal Customers,0
1,0,79.2,79.2,3,New Users,1
23,0,95.3,2192.9,3,New Users,0
1,0,19.85,19.85,1,At-Risk Customers,0
45,2,84.35,3858.05,0,Passive Users,0
39,2,19.85,854.8,2,Loyal Customers,0
5,1,70.0,347.4,3,New Users,1
72,2,82.3,5815.15,0,Passive Users,0
58,0,66.8,3970.4,0,Passive Users,0
70,2,44.6,3058.15,2,Loyal Customers,0
61,1,98.45,6145.2,0,Passive Users,0
2,0,70.7,129.2,3,New Users,0
46,1,24.95,1165.9,2,Loyal Customers,0
1,0,49.95,49.95,1,At-Risk Customers,1
22,0,69.25,1554.0,3,New Users,1
48,2,102.5,4904.25,0,Passive Users,0
64,2,86.55,5632.55,0,Passive Users,0
72,2,24.3,1643.25,2,Loyal Customers,0
12,0,58.35,740.55,1,At-Risk Customers,0
34,0,94.25,3217.55,3,New Users,1
72,2,68.75,4888.2,0,Passive Users,0
29,0,85.8,2440.25,3,New Users,0
33,1,20.1,620.55,2,Loyal Customers,0
1,0,20.35,20.35,1,At-Risk Customers,0
62,1,110.8,6840.95,0,Passive Users,0
41,1,73.0,3001.2,3,New Users,1
64,1,100.05,6254.2,0,Passive Users,1
4,0,82.85,319.6,3,New Users,0
24,0,84.35,1938.05,3,New Users,0
14,1,19.55,294.5,1,At-Risk Customers,0
3,0,19.95,58.3,1,At-Risk Customers,0
4,0,99.8,442.85,3,New Users,1
18,0,35.0,553.0,1,At-Risk Customers,1
8,0,66.25,546.45,3,New Users,0
35,2,23.3,797.1,2,Loyal Customers,0
1,0,76.0,76.0,3,New Users,1
66,2,25.3,1673.8,2,Loyal Customers,0
8,2,44.55,343.45,2,Loyal Customers,0
71,1,104.1,7412.25,0,Passive Users,0
43,0,92.55,4039.0,3,New Users,0
2,0,93.85,170.85,3,New Users,1
29,0,101.45,2948.6,3,New Users,0
15,0,84.3,1308.4,3,New Users,1
65,2,94.55,6078.75,0,Passive Users,0
35,0,95.5,3418.2,3,New Users,0
64,1,100.3,6603.8,0,Passive Users,0
58,2,55.5,3166.9,2,Loyal Customers,0
18,0,49.85,865.75,1,At-Risk Customers,0
67,0,89.55,6373.1,0,Passive Users,0
63,2,19.15,1177.05,2,Loyal Customers,0
60,0,99.8,5985.75,0,Passive Users,0
9,0,84.4,732.5,3,New Users,1
70,2,113.05,7869.05,0,Passive Users,0
15,0,101.1,1504.05,3,New Users,1
48,1,19.95,936.7,2,Loyal Customers,0
12,0,74.15,741.4,3,New Users,0
71,1,92.0,6585.2,0,Passive Users,0
44,0,73.85,3122.4,3,New Users,0
1,0,50.45,50.45,1,At-Risk Customers,1
45,2,24.45,1088.25,2,Loyal Customers,0
23,1,24.8,615.35,1,At-Risk Customers,0
43,1,64.85,2908.2,2,Loyal Customers,0
35,0,20.75,739.9,1,At-Risk Customers,0
9,0,68.95,593.85,3,New Users,0
12,0,99.95,1132.75,3,New Users,1
65,0,109.4,7227.45,0,Passive Users,0
2,0,91.4,193.6,3,New Users,1
27,0,49.0,1291.35,1,At-Risk Customers,0
40,1,50.25,2023.55,2,Loyal Customers,0
5,0,75.55,349.65,3,New Users,1
8,1,19.9,153.95,1,At-Risk Customers,0
58,1,97.8,5458.8,0,Passive Users,0
52,1,100.3,5244.45,0,Passive Users,0
3,0,55.8,154.55,1,At-Risk Customers,0
41,2,111.15,4507.15,0,Passive Users,0
20,0,98.55,2031.95,3,New Users,0
1,0,50.05,50.05,1,At-Risk Customers,0
4,0,80.8,332.45,3,New Users,1
23,0,20.85,473.9,1,At-Risk Customers,0
6,0,19.5,106.8,1,At-Risk Customers,0
8,0,19.35,152.6,1,At-Risk Customers,0
18,0,69.5,1199.4,3,New Users,0
52,0,48.8,2555.05,3,New Users,0
31,0,94.5,2979.2,3,New Users,0
29,0,20.65,654.85,1,At-Risk Customers,0
36,2,106.05,3834.4,0,Passive Users,0
16,0,100.0,1534.75,3,New Users,1
42,1,108.3,4586.15,0,Passive Users,0
1,0,20.55,20.55,1,At-Risk Customers,1
60,2,99.65,5941.05,0,Passive Users,0
5,0,85.3,424.15,3,New Users,1
22,0,95.9,2234.95,3,New Users,0
36,1,20.0,666.75,2,Loyal Customers,0
4,0,70.4,281.0,3,New Users,1
9,0,64.95,547.8,3,New Users,0
1,0,74.6,74.6,3,New Users,0
12,0,49.2,571.15,1,At-Risk Customers,0
23,1,73.75,1756.6,3,New Users,0
62,1,92.3,5731.45,0,Passive Users,0
37,0,98.8,3475.55,3,New Users,1
8,0,19.2,156.85,1,At-Risk Customers,0
31,0,88.65,2683.2,3,New Users,0
13,0,74.4,896.75,3,New Users,1
24,0,98.75,2407.3,3,New Users,1
45,0,95.95,4456.65,3,New Users,0
69,2,105.4,6998.95,0,Passive Users,0
2,0,20.25,36.8,1,At-Risk Customers,0
61,1,106.0,6547.7,0,Passive Users,1
41,0,104.7,4346.4,3,New Users,1
44,1,49.05,2265.0,2,Loyal Customers,0
39,1,35.55,1309.15,2,Loyal Customers,0
72,2,65.1,4754.3,0,Passive Users,0
13,0,96.85,1235.55,3,New Users,0
51,1,69.75,3562.5,0,Passive Users,0
71,2,99.2,7213.75,0,Passive Users,0
22,0,96.7,2082.95,3,New Users,1
2,0,55.05,102.75,1,At-Risk Customers,1
56,1,106.8,5914.4,0,Passive Users,0
1,0,51.25,51.25,1,At-Risk Customers,0
23,1,57.75,1282.85,3,New Users,0
66,1,70.85,4738.85,0,Passive Users,0
1,0,19.55,19.55,1,At-Risk Customers,0
19,0,88.2,1775.8,3,New Users,1
11,0,79.5,795.65,3,New Users,0
8,1,19.75,145.0,1,At-Risk Customers,1
52,0,98.15,4993.4,0,Passive Users,0
3,0,20.25,61.45,1,At-Risk Customers,0
51,0,79.15,4018.55,3,New Users,0
15,0,75.65,1146.65,3,New Users,1
64,0,94.25,6081.4,0,Passive Users,0
37,0,40.2,1478.85,1,At-Risk Customers,0
13,2,19.95,243.65,2,Loyal Customers,0
49,1,55.35,2633.95,2,Loyal Customers,0
45,1,102.15,4735.35,0,Passive Users,0
18,0,71.1,1247.75,3,New Users,0
1,0,74.7,74.7,3,New Users,1
68,2,54.1,3794.5,2,Loyal Customers,0
54,2,19.65,1008.7,2,Loyal Customers,0
23,0,88.45,2130.55,3,New Users,0
17,0,76.65,1313.55,3,New Users,1
71,2,80.4,5727.15,0,Passive Users,0
67,2,19.25,1372.9,2,Loyal Customers,0
14,0,84.8,1203.9,3,New Users,0
1,0,25.8,25.8,1,At-Risk Customers,1
63,2,19.5,1215.1,2,Loyal Customers,0
41,1,68.6,2877.05,3,New Users,0
17,0,92.6,1579.7,3,New Users,0
56,1,100.55,5514.95,0,Passive Users,0
5,0,20.55,96.1,1,At-Risk Customers,0
2,0,42.6,72.4,1,At-Risk Customers,1
3,0,19.6,55.25,1,At-Risk Customers,0
37,1,67.45,2443.3,3,New Users,0
29,0,68.85,1970.5,3,New Users,1
8,0,43.55,335.4,1,At-Risk Customers,0
63,0,109.85,7002.95,0,Passive Users,0
7,0,20.65,158.95,1,At-Risk Customers,0
3,0,95.4,293.15,3,New Users,0
72,2,21.0,1493.75,2,Loyal Customers,0
19,0,56.2,1093.4,3,New Users,0
59,2,18.4,1057.85,2,Loyal Customers,0
2,0,90.0,190.05,3,New Users,1
35,0,25.75,882.55,1,At-Risk Customers,0
14,0,19.6,300.4,1,At-Risk Customers,0
14,0,75.35,1025.95,3,New Users,1
69,2,19.8,1436.95,2,Loyal Customers,0
7,0,64.2,475.0,3,New Users,0
69,2,75.75,5388.15,0,Passive Users,0
72,2,78.95,5730.15,0,Passive Users,0
8,0,100.85,819.55,3,New Users,1
4,0,50.3,217.1,1,At-Risk Customers,0
63,0,80.3,4896.35,0,Passive Users,0
72,2,19.85,1434.1,2,Loyal Customers,0
46,2,21.1,937.1,2,Loyal Customers,0
5,0,69.95,330.15,3,New Users,1
30,0,50.0,1474.9,1,At-Risk Customers,0
63,2,104.75,6536.5,0,Passive Users,0
60,2,19.85,1128.1,2,Loyal Customers,0
63,1,107.5,6873.75,0,Passive Users,1
25,0,85.9,2199.05,3,New Users,0
1,0,45.85,45.85,1,At-Risk Customers,1
6,0,80.8,457.1,3,New Users,0
22,2,25.25,566.5,2,Loyal Customers,0
31,2,80.55,2471.6,2,Loyal Customers,0
39,0,81.5,3107.3,3,New Users,0
26,0,20.9,518.3,1,At-Risk Customers,0
53,1,106.1,5769.75,0,Passive Users,1
1,0,91.7,91.7,3,New Users,1
12,0,67.25,832.3,3,New Users,0
16,0,95.6,1555.65,3,New Users,1
2,0,20.35,45.3,1,At-Risk Customers,0
39,1,45.05,1790.6,2,Loyal Customers,0
1,0,74.95,74.95,3,New Users,1
7,0,34.65,246.6,1,At-Risk Customers,0
4,0,69.35,261.65,3,New Users,0
10,0,95.35,898.35,3,New Users,1
55,0,81.55,4509.5,0,Passive Users,0
72,2,75.4,5480.25,0,Passive Users,0
10,0,67.8,653.15,3,New Users,0
11,0,111.4,1183.05,3,New Users,0
15,0,46.3,639.45,1,At-Risk Customers,0
23,2,20.4,478.75,2,Loyal Customers,0
1,0,20.05,20.05,1,At-Risk Customers,0
3,0,45.0,127.1,1,At-Risk Customers,1
47,1,96.1,4391.45,0,Passive Users,0
15,1,19.65,270.6,1,At-Risk Customers,0
66,0,99.5,6710.5,0,Passive Users,1
68,1,60.65,3975.9,0,Passive Users,0
17,1,98.6,1704.95,3,New Users,1
7,0,59.5,415.95,1,At-Risk Customers,1
12,0,80.45,950.2,3,New Users,1
21,1,71.7,1497.05,3,New Users,0
21,0,36.0,780.15,1,At-Risk Customers,0
56,1,65.2,3512.15,0,Passive Users,0
6,0,48.95,273.25,1,At-Risk Customers,0
65,2,53.5,3517.9,2,Loyal Customers,0
42,1,80.45,3375.9,0,Passive Users,0
68,2,109.05,7508.55,0,Passive Users,0
48,2,26.3,1245.05,2,Loyal Customers,0
50,1,106.8,5347.95,0,Passive Users,0
7,0,64.95,493.65,3,New Users,0
63,2,19.35,1263.85,2,Loyal Customers,0
17,0,21.1,385.55,1,At-Risk Customers,0
42,0,77.95,3384.0,3,New Users,1
4,0,18.85,84.2,1,At-Risk Customers,0
62,2,26.0,1638.7,2,Loyal Customers,0
2,0,74.7,165.4,3,New Users,1
2,0,70.35,120.25,3,New Users,0
48,2,96.9,4473.45,0,Passive Users,0
27,2,19.55,520.55,2,Loyal Customers,0
70,2,80.4,5717.85,0,Passive Users,0
1,0,88.8,88.8,3,New Users,1
46,1,94.65,4312.5,0,Passive Users,0
30,0,90.25,2755.35,3,New Users,1
15,0,64.65,994.55,3,New Users,1
69,1,95.75,6511.25,0,Passive Users,0
65,2,19.55,1218.65,2,Loyal Customers,0
72,2,104.1,7447.7,0,Passive Users,0
13,0,89.05,1169.35,3,New Users,1
17,1,20.1,279.5,1,At-Risk Customers,0
51,1,111.55,5720.35,0,Passive Users,0
51,2,60.5,3121.45,2,Loyal Customers,0
72,2,90.95,6468.6,0,Passive Users,0
67,1,87.4,5918.8,0,Passive Users,1
34,0,19.7,675.6,1,At-Risk Customers,0
67,2,50.95,3521.7,2,Loyal Customers,0
49,1,20.05,923.1,2,Loyal Customers,0
53,2,19.4,1110.35,2,Loyal Customers,0
27,0,59.45,1611.65,3,New Users,0
23,0,94.75,2293.6,3,New Users,1
69,2,81.5,5553.25,0,Passive Users,0
2,0,29.05,44.75,1,At-Risk Customers,0
35,0,86.45,3029.1,3,New Users,1
46,1,70.6,3231.05,0,Passive Users,0
54,2,97.2,5129.45,0,Passive Users,0
56,1,98.25,5508.35,0,Passive Users,1
9,0,75.75,655.9,3,New Users,1
20,0,59.2,1191.2,3,New Users,0
11,0,75.9,866.4,3,New Users,0
30,0,90.05,2627.2,3,New Users,0
68,2,70.95,4741.45,0,Passive Users,0
38,0,102.6,4009.2,3,New Users,0
17,0,85.35,1463.45,3,New Users,1
48,1,106.1,5082.8,0,Passive Users,1
1,0,43.8,43.8,1,At-Risk Customers,0
63,2,59.0,3707.6,2,Loyal Customers,0
3,1,69.95,220.45,3,New Users,0
48,1,24.35,1133.7,2,Loyal Customers,0
66,1,29.45,1983.15,2,Loyal Customers,0
68,2,84.4,5746.75,0,Passive Users,0
17,0,45.05,770.6,1,At-Risk Customers,1
7,1,20.65,134.05,1,At-Risk Customers,0
72,2,87.1,6230.1,0,Passive Users,0
29,0,19.85,573.05,1,At-Risk Customers,0
37,0,90.35,3419.3,3,New Users,0
34,0,109.8,3587.25,3,New Users,1
42,0,84.65,3541.35,3,New Users,1
59,1,65.5,3801.3,0,Passive Users,0
11,0,79.5,868.5,3,New Users,1
60,0,80.95,4859.1,0,Passive Users,0
27,0,56.15,1439.35,3,New Users,0
1,0,85.8,85.8,3,New Users,1
1,0,79.1,79.1,3,New Users,1
17,0,34.4,592.75,1,At-Risk Customers,0
58,2,20.75,1185.95,2,Loyal Customers,0
1,1,18.8,18.8,1,At-Risk Customers,0
3,0,44.3,134.5,1,At-Risk Customers,1
53,0,90.8,4921.2,0,Passive Users,0
35,0,25.6,901.25,1,At-Risk Customers,0
50,0,105.95,5341.8,0,Passive Users,1
68,2,70.8,4859.95,0,Passive Users,0
47,0,25.4,1139.2,1,At-Risk Customers,0
65,0,108.8,7082.45,0,Passive Users,0
5,0,69.75,324.6,3,New Users,1
51,0,94.65,4812.75,0,Passive Users,1
46,0,96.05,4399.5,3,New Users,1
9,0,76.85,663.55,3,New Users,0
8,2,20.25,174.65,2,Loyal Customers,0
14,1,24.8,321.7,1,At-Risk Customers,0
45,0,115.65,5125.5,0,Passive Users,0
8,0,74.6,548.9,3,New Users,0
1,0,50.15,50.15,1,At-Risk Customers,1
66,1,103.15,7031.3,0,Passive Users,0
72,2,72.1,5016.65,0,Passive Users,0
41,0,113.6,4594.95,0,Passive Users,1
23,2,25.1,611.45,2,Loyal Customers,0
29,0,78.9,2384.15,3,New Users,1
4,0,80.15,319.85,3,New Users,0
6,2,25.4,153.3,2,Loyal Customers,0
67,1,105.4,7035.6,0,Passive Users,0
7,0,45.75,344.2,1,At-Risk Customers,0
56,1,24.45,1431.65,2,Loyal Customers,0
72,2,25.0,1849.2,2,Loyal Customers,0
72,2,85.25,6083.1,0,Passive Users,0
23,2,19.6,426.65,2,Loyal Customers,0
35,0,50.15,1655.35,3,New Users,0
27,0,70.55,1943.9,3,New Users,0
26,0,60.05,1616.15,3,New Users,1
12,1,26.4,314.95,1,At-Risk Customers,0
40,2,20.15,804.85,2,Loyal Customers,0
7,0,58.85,465.7,1,At-Risk Customers,0
70,0,97.55,6669.05,0,Passive Users,0
60,2,19.65,1161.75,2,Loyal Customers,0
39,1,25.25,947.75,2,Loyal Customers,0
72,2,114.45,8375.05,0,Passive Users,0
1,0,34.7,34.7,1,At-Risk Customers,1
54,1,70.7,3770.0,0,Passive Users,0
3,0,85.3,264.8,3,New Users,1
63,2,75.55,4707.85,0,Passive Users,0
71,2,84.8,6152.4,0,Passive Users,0
42,1,20.65,958.1,2,Loyal Customers,0
47,2,20.45,943.0,2,Loyal Customers,0
66,1,102.45,6615.15,0,Passive Users,1
21,0,104.4,2200.25,3,New Users,1
11,0,35.65,425.1,1,At-Risk Customers,0
1,0,99.75,99.75,3,New Users,1
55,0,90.45,5044.8,0,Passive Users,0
69,2,97.65,6743.55,0,Passive Users,0
3,0,73.85,196.4,3,New Users,0
4,0,74.4,299.7,3,New Users,1
30,2,69.1,2093.9,2,Loyal Customers,0
5,0,82.75,417.75,3,New Users,0
71,2,24.4,1725.4,2,Loyal Customers,0
29,1,55.25,1620.2,2,Loyal Customers,0
52,0,61.35,3169.55,3,New Users,0
68,1,76.75,5233.25,0,Passive Users,0
46,2,19.4,967.85,2,Loyal Customers,0
8,0,54.75,438.05,1,At-Risk Customers,0
72,2,19.7,1421.9,2,Loyal Customers,0
17,1,19.9,323.15,1,At-Risk Customers,0
3,0,107.95,318.6,3,New Users,0
2,0,83.8,163.7,3,New Users,0
9,0,74.25,639.65,3,New Users,1
51,1,56.4,2928.5,2,Loyal Customers,0
6,2,20.1,100.35,2,Loyal Customers,0
3,0,94.9,273.2,3,New Users,0
17,0,94.2,1608.15,3,New Users,0
30,0,49.9,1441.95,1,At-Risk Customers,0
31,0,71.05,2168.15,3,New Users,0
45,2,81.65,3618.7,0,Passive Users,0
64,1,89.45,5692.65,0,Passive Users,0
1,0,59.85,59.85,1,At-Risk Customers,1
1,0,69.6,69.6,3,New Users,1
61,1,99.0,5969.3,0,Passive Users,0
1,0,19.05,19.05,1,At-Risk Customers,0
9,0,45.4,418.8,1,At-Risk Customers,1
72,2,114.45,8100.55,0,Passive Users,0
1,0,19.5,19.5,1,At-Risk Customers,1
7,0,44.25,313.45,1,At-Risk Customers,0
66,1,90.55,6130.95,0,Passive Users,0
1,0,69.9,69.9,3,New Users,1
40,0,20.4,745.3,1,At-Risk Customers,0
16,0,71.4,1212.1,3,New Users,0
2,0,87.15,183.75,3,New Users,1
67,2,24.85,1583.5,2,Loyal Customers,0
41,1,104.45,4162.05,0,Passive Users,0
56,2,19.8,1119.9,2,Loyal Customers,0
72,2,116.45,8013.55,0,Passive Users,0
3,0,84.75,264.85,3,New Users,1
54,2,20.05,1102.4,2,Loyal Customers,0
52,0,110.75,5832.0,0,Passive Users,0
50,2,89.7,4304.5,0,Passive Users,0
14,0,89.95,1178.4,3,New Users,1
27,1,48.7,1421.75,2,Loyal Customers,0
72,2,96.6,6827.5,0,Passive Users,0
62,1,74.3,4698.05,0,Passive Users,0
12,0,54.3,654.5,1,At-Risk Customers,0
44,1,74.85,3268.05,0,Passive Users,0
54,2,79.95,4362.05,0,Passive Users,0
68,2,20.05,1386.9,2,Loyal Customers,0
20,0,19.4,415.4,1,At-Risk Customers,0
50,1,54.9,2614.1,2,Loyal Customers,0
58,2,24.45,1513.6,2,Loyal Customers,0
35,0,89.65,3161.6,3,New Users,0
2,0,45.4,80.95,1,At-Risk Customers,0
63,2,75.7,4676.7,0,Passive Users,0
58,1,110.65,6526.65,0,Passive Users,0
27,1,20.55,583.3,2,Loyal Customers,0
71,2,115.15,8078.1,0,Passive Users,0
63,1,58.55,3503.5,0,Passive Users,0
71,0,93.25,6669.45,0,Passive Users,0
41,0,113.2,4689.5,0,Passive Users,1
13,0,90.5,1201.15,3,New Users,1
2,0,79.0,143.65,3,New Users,1
68,2,19.35,1292.65,2,Loyal Customers,0
1,0,48.75,48.75,1,At-Risk Customers,0
65,2,109.05,7108.2,0,Passive Users,0
72,2,25.0,1802.55,2,Loyal Customers,0
28,0,54.9,1505.15,3,New Users,0
72,2,24.75,1859.1,2,Loyal Customers,0
2,0,91.15,168.5,3,New Users,0
18,1,20.15,390.85,1,At-Risk Customers,1
60,1,104.35,6339.45,0,Passive Users,0
26,0,66.05,1652.4,3,New Users,0
1,0,71.65,71.65,3,New Users,1
4,0,20.35,77.5,1,At-Risk Customers,1
68,2,92.2,6392.85,0,Passive Users,0
38,0,84.25,3264.5,3,New Users,1
42,1,105.2,4599.15,0,Passive Users,0
57,2,19.6,1134.25,2,Loyal Customers,0
54,0,30.4,1621.35,1,At-Risk Customers,0
12,0,78.1,947.3,3,New Users,1
44,1,61.5,2722.2,2,Loyal Customers,0
42,0,69.4,3058.3,3,New Users,0
72,2,24.75,1769.6,2,Loyal Customers,0
71,2,91.05,6293.75,0,Passive Users,0
19,0,89.65,1761.05,3,New Users,1
23,0,73.65,1642.75,3,New Users,0
30,2,19.4,578.5,2,Loyal Customers,0
35,1,26.2,954.9,2,Loyal Customers,0
10,0,98.7,973.25,3,New Users,1
1,0,43.85,43.85,1,At-Risk Customers,0
22,0,69.7,1490.4,3,New Users,0
7,2,38.55,280.0,2,Loyal Customers,0
36,2,53.1,1901.25,2,Loyal Customers,0
34,0,20.65,716.4,1,At-Risk Customers,0
72,2,64.45,4720.0,0,Passive Users,0
36,2,25.1,930.95,2,Loyal Customers,0
1,0,76.35,76.35,3,New Users,1
23,0,79.15,1676.95,3,New Users,1
32,0,85.0,2642.05,3,New Users,1
71,1,95.15,6770.85,0,Passive Users,0
23,0,79.35,1835.3,3,New Users,0
17,1,96.65,1588.25,3,New Users,0
1,0,75.5,75.5,3,New Users,0
12,2,19.7,258.35,2,Loyal Customers,0
72,2,20.5,1502.25,2,Loyal Customers,0
1,0,19.2,19.2,1,At-Risk Customers,0
72,2,98.35,6929.4,0,Passive Users,0
60,0,74.35,4453.3,0,Passive Users,0
61,2,51.35,3244.4,2,Loyal Customers,0
6,0,45.65,323.45,1,At-Risk Customers,0
32,0,85.3,2661.1,3,New Users,1
31,0,86.55,2697.4,3,New Users,1
19,0,73.85,1424.5,3,New Users,1
72,2,20.3,1401.15,2,Loyal Customers,0
32,0,54.2,1739.6,3,New Users,0
65,0,90.65,5931.0,0,Passive Users,0
45,0,50.9,2333.85,3,New Users,0
42,1,25.05,949.85,2,Loyal Customers,0
8,0,74.85,572.45,3,New Users,0
32,2,20.5,696.8,2,Loyal Customers,0
22,0,63.55,1381.8,3,New Users,0
57,0,44.85,2572.95,3,New Users,1
1,0,47.95,47.95,1,At-Risk Customers,0
1,0,45.1,45.1,1,At-Risk Customers,1
1,0,45.0,45.0,1,At-Risk Customers,0
24,0,96.0,2122.45,3,New Users,1
1,0,20.05,20.05,1,At-Risk Customers,1
54,0,90.05,4931.8,0,Passive Users,0
4,2,25.3,116.95,2,Loyal Customers,0
65,2,108.65,6937.95,0,Passive Users,1
56,1,24.3,1261.7,2,Loyal Customers,0
45,0,75.95,3273.8,3,New Users,0
71,2,19.7,1415.85,2,Loyal Customers,0
59,1,66.4,3958.2,0,Passive Users,0
69,1,35.75,2492.25,2,Loyal Customers,0
19,1,18.8,279.2,1,At-Risk Customers,0
55,2,19.4,1083.0,2,Loyal Customers,0
38,1,19.3,755.5,2,Loyal Customers,0
10,0,45.55,402.6,1,At-Risk Customers,1
47,0,67.45,3252.0,3,New Users,0
2,0,35.1,68.75,1,At-Risk Customers,1
1,0,46.2,46.2,1,At-Risk Customers,1
1,0,45.15,45.15,1,At-Risk Customers,1
1,0,43.3,43.3,1,At-Risk Customers,1
46,2,20.1,936.85,2,Loyal Customers,0
38,0,57.15,2250.65,3,New Users,1
65,2,58.9,3857.1,2,Loyal Customers,0
19,0,73.2,1441.1,3,New Users,1
52,0,85.35,4338.6,0,Passive Users,1
71,2,19.45,1378.45,2,Loyal Customers,0
1,0,45.95,45.95,1,At-Risk Customers,1
52,0,50.5,2566.3,3,New Users,0
6,1,25.1,171.0,1,At-Risk Customers,0
26,1,60.7,1597.4,3,New Users,0
48,1,99.0,4744.35,0,Passive Users,0
64,1,104.4,6721.6,0,Passive Users,0
3,0,83.75,247.25,3,New Users,1
1,0,44.05,44.05,1,At-Risk Customers,0
72,2,24.1,1734.65,2,Loyal Customers,0
1,0,45.55,45.55,1,At-Risk Customers,0
51,0,93.8,4539.35,0,Passive Users,0
41,2,19.7,804.25,2,Loyal Customers,0
72,2,70.65,5011.15,0,Passive Users,0
43,2,86.45,3574.5,0,Passive Users,0
72,2,114.1,8086.4,0,Passive Users,0
47,1,95.2,4563.0,0,Passive Users,0
72,2,88.55,6362.35,0,Passive Users,0
3,0,20.75,67.1,1,At-Risk Customers,0
1,0,70.05,70.05,3,New Users,1
2,0,86.0,165.45,3,New Users,1
26,0,44.65,1156.55,1,At-Risk Customers,0
29,0,60.2,1834.15,3,New Users,0
35,0,100.5,3653.35,3,New Users,1
27,1,55.45,1477.65,2,Loyal Customers,0
24,0,70.3,1706.45,3,New Users,0
67,2,60.4,3953.7,0,Passive Users,0
16,0,72.65,1194.3,3,New Users,1
23,1,55.8,1327.85,3,New Users,0
14,0,31.1,419.7,1,At-Risk Customers,0
1,0,21.0,21.0,1,At-Risk Customers,1
1,0,45.1,45.1,1,At-Risk Customers,1
4,0,50.95,207.35,1,At-Risk Customers,0
16,0,69.1,1083.7,3,New Users,0
46,0,43.95,2007.85,3,New Users,0
68,2,86.5,5882.75,0,Passive Users,0
38,0,69.95,2657.55,3,New Users,0
30,0,50.4,1527.5,3,New Users,1
5,0,78.95,378.4,3,New Users,1
17,0,90.95,1612.2,3,New Users,0
4,2,19.9,76.65,2,Loyal Customers,0
12,1,20.15,260.7,1,At-Risk Customers,0
72,2,90.6,6441.85,0,Passive Users,0
3,0,92.0,266.8,3,New Users,0
56,0,94.45,5124.6,0,Passive Users,1
41,1,24.85,962.25,2,Loyal Customers,0
